allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average,Hardness
100.0,13.747992000000002,11.6,4.8,24.789618,10.75912,2.694,1.732,0.914,0.491714,1.86581,6.0
90.0,11.463996000000002,18.0,5.0,39.568056,12.046624,2.8680000000000003,1.77,0.944,0.476196,2.70793,2.5
163.0,19.334,24.66666666666667,5.333333333333333,53.356,9.159866666666668,2.9266666666666663,1.88,1.1933333333333334,0.4747266666666667,2.45933,6.0
390.0,34.092963,9.51219512195122,4.682926829268292,19.537378821304348,11.033686313686315,2.743170731707317,1.7006521739130436,0.8341463414634147,0.4933376086956522,1.03881,4.0
150.0,10.803992,11.6,4.8,22.774804955,11.14446,2.7270000000000003,1.767,0.91,0.498984,0.93673,6.0
62.0,1.7431599999999998,6.4444444444444455,4.4444444444444455,13.261238888888888,11.693844444444444,2.766666666666667,1.6866666666666663,0.7655555555555555,0.4717388888888888,0.55823,4.0
96.0,13.477328,12.0,4.0,24.556188775,10.999625,2.58,1.6840000000000002,0.94,0.491678,1.76405,6.3
173.0,24.529328,28.83333333333333,4.666666666666667,68.56273,11.5267,2.8716666666666666,1.955,0.915,0.46833,3.17705,6.3
64.0,10.803992,22.0,4.0,49.224449375000006,8.12415,2.545,1.925,1.165,0.479965,2.53985,2.0
235.0,9.773996,12.5,4.8,26.385218,11.33044,2.708,1.7080000000000002,0.8480000000000001,0.49282,1.39322,6.0
100.0,7.558488000000001,10.0,4.8,20.077018,12.909720000000002,2.705,1.611,0.905,0.49512,0.75041,5.0
196.0,61.142464,27.6,4.4,64.1650700415,11.509916,2.6184,1.699,0.8800000000000001,0.478464,4.49372,4.5
110.0,15.55,36.0,4.0,160.15216,8.851566666666667,2.959999999995,2.015,1.12,0.449615,6.0674,2.5
46.0,7.876747749999999,20.75,4.0,46.9564675,11.340425,2.545,1.765,0.945,0.4796891666666667,2.74155,3.3
58.0,9.683996,11.6,4.8,24.033618,10.98774,2.8280000000000003,1.682,0.836,0.47907,1.00627,4.0
126.0,13.053996,12.6,4.8,26.385218,11.38168,2.81,1.7400000000000002,0.86,0.49282,1.26278,6.0
64.0,13.551332,32.0,4.0,72.2365,9.6769,2.135,1.9,1.22,0.462985,6.313,3.3
100.0,7.558488000000001,10.0,4.8,20.2988926326,12.04083,2.857,1.682,0.8480000000000001,0.499726,0.70966,2.5
60.0,10.96,12.0,4.8,25.077338,12.0034,2.81,1.7700000000000002,0.86,0.49282,1.27478,4.3
82.0,19.382,31.1,4.8,74.71870600000003,9.65936,2.0200000000000005,1.904,1.1840000000000002,0.448895,6.64,2.5
60.0,8.836996000000001,12.0,4.0,26.024935442,12.30176,2.904,1.6800000000000002,0.86,0.481478,1.80922,4.0
100.0,7.558488000000001,10.0,4.75,20.016938,11.1479375,2.755,1.7199999999999998,0.945,0.4927989999999999,0.80631,4.3
70.0,3.18390975,5.0,3.333333333333333,10.649558888888889,13.161829166666667,2.6184,1.4600000000000002,0.7355555555555555,0.6520722222222223,0.59237,2.5
116.0,11.35441075,11.4,4.8,24.808518,10.59066,2.66,1.75,0.96,0.4957955,1.3008,6.0
80.0,7.734660000000001,10.0,4.8,20.255278375,11.17714,2.875,1.6725,0.9250000000000002,0.49897,0.74322,6.5
46.0,9.44,23.0,5.0,49.496,10.347,2.53,1.8,1.11,0.4697149999999999,3.89105,2.5
114.0,17.063328,10.0,4.857142857142857,22.0469357142857,10.960357142857143,2.6901428571428565,1.6514285714285712,0.8514285714285716,0.4991960000000001,0.83154,6.0
136.0,9.33962000000006,11.3,4.8,23.033434166666662,11.46526,2.500833333333333,1.7380000000000002,0.946,0.481478,0.93396,5.5
90.0,11.463996000000002,18.0,5.6,39.568056,12.0863,2.8680000000000003,1.6520000000000004,0.8640000000000001,0.476196,1.80256,2.5
165.0,20.855328,21.83333333333333,4.666666666666667,50.1315,11.35495,2.8349999999999995,1.7166666666666668,0.8933333333333332,0.4729766666666666,2.9768,6.5
622.0,73.958979,29.619047619047624,5.428571428571429,70.86662595238093,11.56352857142857,2.684,1.8590000000000004,0.974,0.4657085714285714,3.87311,2.8
78.0,13.385996,13.6,4.8,27.188418,11.023840000000002,2.81,1.7420000000000002,0.86,0.489486,3.59589,5.5
58.0,13.385996,13.6,4.8,27.188418,10.0863,2.934,1.794,1.11,0.49282,2.58333,6.0
46.0,8.147992,12.6,4.8,26.385218,10.75912,2.3080000000000003,1.908,0.932,0.49282,1.61291,5.5
90.0,15.593,39.5,3.5,90.2267,8.12415,1.98,2.015,1.285,0.447985,7.01317,2.5
66.0,13.385996,20.2,4.8,47.8025,11.28095,2.884,1.626,0.912,0.4788949999999999,2.95748,3.8
232.0,28.35939975,11.6,4.7407407407407405,24.75087845,11.101775925925928,2.707407407407408,1.6880000000000002,0.8762962962962964,0.5151674074074074,1.00843,6.0
100.0,7.558488,10.0,4.8,20.016938,12.04083,2.755,1.6309999999999998,0.75,0.499726,1.80256,6.5
36.0,5.43,18.0,4.0,39.568056,9.8771,2.115,1.905,1.12,0.4775399999999999,2.22589,2.5
110.0,27.24,36.66666666666666,2.6666666666666665,82.59846666666667,8.054,1.9866666666666664,2.0933333333333333,1.3633333333333333,0.42632,0.0,2.5
112.0,13.053996,23.0,4.0,49.224449375000006,11.100835,2.165,1.925,1.16,0.44942,3.1504,2.5
88.0,13.277328,12.571428571428571,4.571428571428571,26.19131385714285,10.554,2.657142857142857,1.7742857142857142,0.9714285714285716,0.4837485714285714,1.86069,7.8
28.0,1.7,14.8,4.8,29.21788464,10.93895,2.7950000000000004,1.7,0.866,0.4911100000000001,0.86099,4.8
770.0,24.574384,23.5,4.65432098765432,56.47599700598804,11.729691769547324,2.73065,1.6231687242798352,0.8157201646090536,0.5391051028806585,4.08822,6.5
235.0,27.104327,31.5,4.5,70.92449475,9.3117,1.985,1.9325,1.1800000000000002,0.4442925,6.2105,2.5
94.0,7.312664,11.333333333333336,4.666666666666667,22.97870133333333,11.252966666666666,2.806666666666666,1.7566666666666666,0.9833333333333332,0.4994699999999999,1.05605,4.3
100.0,7.558488000000001,10.0,4.8,20.2988926326,12.04083,2.755,1.705,0.91,0.4927189999999999,0.85358,5.5
134.0,23.0,36.66666666666666,2.6666666666666665,82.59846666666667,8.504133333333334,2.1466666666666665,2.0066666666666664,1.2533333333333334,0.4568033333333333,7.66667,2.3
215.2,10.561656,11.942286348501662,4.386237513873473,25.810252958458328,10.646814650388462,2.539556048834628,1.8073140954495008,0.9809988901220864,0.4900476914539401,1.78823,6.5
108.0,8.147992,12.2,4.8,26.2038268,10.75912,2.675,1.736,0.945,0.49512,1.7362,6.0
126.0,13.385996,25.2,5.0,58.30341800000001,11.14446,2.884,1.736,0.892,0.467568,3.78533,2.8
100.0,7.558488000000001,10.0,4.8,20.3920334,11.46526,2.708,1.747,0.8800000000000001,0.498454,0.78534,5.5
20.0,0.97258,10.0,4.0,20.9940862215,11.28095,2.455,1.87,1.1,0.476095,0.93456,2.3
180.0,2.5363280000000006,9.0,4.8,18.5465357192,12.299314,2.8355,1.6728,0.8808000000000001,0.495329,0.49084,1.8
50.0,5.401996,10.0,5.0,20.80173002,10.9485,2.6500000000000004,1.7775000000000003,0.9875,0.49626375,0.84098,5.5
96.0,9.133,12.0,5.25,24.033618,10.999625,2.8,1.88,1.3,0.4776649999999999,0.0,2.5
58.0,13.385996,12.6,4.8,26.2038268,11.33044,2.752,1.6940000000000004,0.914,0.4930319999999999,1.05428,6.0
72.0,4.03,7.5,4.0,14.996859625,11.2603,2.67,1.495,0.71,0.6184925,0.70884,5.5
104.0,8.359328,17.333333333333332,5.666666666666668,39.180980333,12.874275000000004,2.6366666666666663,1.65,0.8416666666666668,0.4824666666666666,1.0804,4.8
100.0,10.803992,10.0,4.8,20.3920334,10.565180000000002,2.708,1.648,0.8800000000000001,0.4927359999999999,1.12928,6.0
92.0,5.62148,9.2,4.8,18.439538,11.79886,2.648,1.626,0.8480000000000001,0.4991960000000001,0.6795,5.5
38.0,1.741332,4.666666666666667,4.0,8.808713333333333,9.6769,2.045,1.31,0.68,0.82599,0.51954,1.5
80.0,7.734660000000001,10.0,4.5,20.255278375,11.026725,2.79,1.6725,0.8525,0.495275,0.82121,7.0
55.0,13.385996,16.5,4.8,35.468537,10.59066,2.884,1.736,0.944,0.477854,3.08833,5.5
106.0,9.93196,11.6,4.8,23.23181818,10.73364,2.755,1.656,0.946,0.4957955,0.49494,5.5
138.0,11.616572,13.181818181818182,4.363636363636363,29.01870756027273,11.007509090909092,2.689696969696969,1.7830303030303032,0.9103030303030304,0.49462636363636,1.74944,5.5
86.0,4.075328000000002,15.666666666666664,4.5,33.33735333333333,11.252966666666666,2.7266666666666666,1.7,0.8966666666666668,0.4850333333333334,1.71759,6.2
80.0,6.07141175,10.0,4.5,20.2988926326,10.63215,2.675,1.75,0.914,0.492719,0.91248,5.5
50.0,3.253996,10.0,4.8,20.077018,11.33044,2.8280000000000003,1.75,0.8480000000000001,0.4941109999999999,0.84019,6.5
30.0,2.957992,10.0,4.8,20.016938,12.30176,2.904,1.654,0.774,0.499,0.65552,3.0
50.0,4.073996,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.889,0.498454,1.02228,10.0
58.0,11.874,19.33333333333333,4.666666666666667,39.987666666666655,9.5408,2.33,1.8966666666666667,1.13,0.4878333333333333,1.50633,5.8
86.0,8.841328,16.5,4.666666666666667,36.0685,11.654066666666669,2.9266666666666663,1.7166666666666668,0.8933333333333332,0.4789183333333333,1.05428,6.5
86.0,9.143996,12.0,4.8,26.2038268,11.64556,2.774,1.714,0.882,0.47888,1.50633,3.8
42.0,7.558488000000001,16.0,4.0,36.871575,10.987245,2.755,1.9072,0.91,0.486658,1.13436,6.0
80.0,8.841328,13.333333333333336,4.666666666666667,27.44881366633333,10.5174,2.33,1.88,0.98,0.4881633333333333,1.09628,5.5
242.0,23.38089925,10.4,4.8,21.0615472413,11.43734,2.721,1.711,0.8874449999999999,0.495736,0.85358,6.0
100.0,7.558488,10.0,4.8,20.9940862215,11.909720000000002,2.825,1.626,0.895,0.49512,1.50921,6.8
30.0,1.741332,7.5,4.0,14.996859625,11.7051,2.6725000000000003,1.495,0.71,0.6184925,0.69605,6.8
128.0,13.512992,12.0,4.8,26.203848,11.2414,2.815,1.626,0.956,0.49512,1.05428,6.0
165.0,30.189144,13.833333333333336,4.666666666666667,26.20264325,10.958558333333334,2.775,1.7250000000000003,0.925,0.4796891666666667,0.49717,5.5
116.0,11.2954955,36.0,5.6,87.21480105433335,10.629,2.545,1.765,1.0133333333333334,0.44966,3.90755,2.5
99.0,16.449327999999998,16.5,4.0,35.468537,10.52605,2.495,1.711,0.965,0.4840125000000001,2.13111,5.5
280.0,21.575328,10.0,4.0,20.016938,10.686195833333334,2.545,1.79,0.98,0.4927233333333334,1.02525,5.5
100.0,8.337992,10.0,4.8,20.151515,10.629,2.675,1.736,0.91,0.49512,0.85358,6.0
43.0,7.876747749999999,11.5,4.0,23.5326072,12.18425,2.764,1.545,0.71,0.6184925,1.27179,2.5
58.0,4.075328000000002,9.666666666666666,5.333333333333333,19.397353333333328,11.711716666666668,2.828333333333333,1.6516666666666666,0.85,0.4987149999999999,0.81244,5.5
138.0,9.107996000000002,9.2,4.8,18.5863611398,11.82448,2.7060000000000004,1.7,0.904,0.498984,0.99502,5.5
106.0,19.6268275,10.6,4.8,22.111243,12.0278,2.77,1.654,0.708,0.5896600000000001,1.96268,3.8
63.0,9.107996000000002,12.6,4.8,26.2038268,11.33044,2.7060000000000004,1.6800000000000002,0.892,0.498454,0.75516,6.0
280.0,21.575328,12.666666666666664,4.833333333333333,25.756242222222227,11.563366666666669,2.803333333333336,1.7166666666666668,0.98,0.4947266666666667,0.8059,6.0
74.0,14.883996000000002,17.2,4.8,37.346215,11.72988,2.884,1.662,0.889,0.4927989999999999,2.16838,5.5
114.0,11.354575,18.666666666666668,5.333333333333333,40.968055,11.61422,2.9266666666666663,1.5566666666666666,0.8666666666666666,0.48039,1.2832,4.5
102.0,7.65066,7.666666666666668,4.4444444444444455,15.272094833333332,11.770372222222226,2.65611111111111,1.4811111111111108,0.6977777777777777,0.6063038888888889,0.40319,2.5
46.0,19.334,31.33333333333333,4.666666666666667,69.59212799999999,9.081566666666667,1.9766666666666668,1.913333333333333,1.1933333333333334,0.46498,6.17571,6.0
45.0,9.133,32.0,4.0,53.4902975,9.01375,2.298,1.93,1.2145,0.4756775,5.67675,3.8
82.0,10.507072,22.8,4.8,49.204038,11.14446,2.727,1.767,0.946,0.4820359999999999,2.6772,5.0
90.0,10.507072,18.0,4.8,41.83358075,11.38168,2.708,1.648,0.86,0.4927359999999999,2.40189,6.0
36.0,0.8649950000000001,18.0,4.0,37.27215,9.05335,2.045,1.9,1.3,0.4789899999999999,0.75585,2.0
96.0,15.3984,48.0,4.0,116.3255,10.39875,2.24,2.015,1.1800000000000002,0.448895,7.01317,2.3
126.0,21.830311,26.0,5.6,61.11733333333334,11.771733333333335,2.885,1.811666666666667,1.104,0.475566,3.57614,2.0
86.0,6.508664,14.333333333333336,4.666666666666667,31.61252,11.654066666666669,2.848333333333333,1.7,0.9155555555555556,0.4850333333333334,1.96268,6.0
196.0,30.91,23.5,5.3,53.4902975,10.13144,2.279,1.8590000000000004,1.15,0.457149,3.87311,1.5
70.0,5.6253280000000006,10.0,4.571428571428571,20.049040685714285,11.168514285714284,2.6128571428571425,1.6414285714285717,0.8971428571428571,0.4980028571428571,0.7854,7.8
50.0,9.44,10.0,4.8,20.3920334,10.565180000000002,2.708,1.648,0.8800000000000001,0.4927359999999999,0.9328,6.0
106.0,11.35441075,35.333333333333336,3.6666666666666665,88.01191999999998,9.350333333333332,2.14,1.9433333333333327,1.1800000000000002,0.4515899999999999,1.56776,2.3
0.0,0.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49901,0.6415,1.5
41.0,9.143996,23.0,4.0,49.2244493,10.75912,2.352,1.904,1.265,0.478464,2.42074,3.8
107.0,11.624328000000002,10.6,4.8,21.9893120372,11.0881,2.502,1.7020000000000004,0.972,0.495736,0.78937,6.0
180.0,7.441332000000001,9.18,4.4,18.5465357192,11.509916,2.648,1.648,0.8800000000000001,0.498454,0.8045,5.3
126.0,13.385996,25.2,5.6,58.30341800000001,11.61422,2.884,1.736,0.944,0.467568,2.28126,2.3
194.0,27.10599,48.5,5.5,118.019,8.888349999999997,2.53,1.99,1.16,0.4391649999999999,9.54775,1.5
42.0,7.44274775,10.5,4.0,21.9893120372,12.06715,2.6500000000000004,1.5475,0.71,0.611805,0.67922,5.8
70.0,4.907327,6.666666666666668,3.9166666666666665,13.165070041500002,12.8161,2.77,1.43,0.6208333333333335,0.6562183333333333,0.13641,4.0
96.0,14.883996000000002,11.2,4.4,23.231818,11.38168,2.81,1.7400000000000002,0.86,0.4927359999999999,1.50921,6.0
180.0,15.78748,9.0,4.8,18.01515585,11.759620000000002,2.825,1.626,0.768,0.5471010000000001,0.65972,1.5
120.0,13.747992000000002,12.0,4.8,24.808518,11.20276,2.7270000000000003,1.767,0.91,0.496167,1.05605,5.5
188.0,30.655328,31.33333333333333,4.666666666666667,75.83935333333334,11.496916666666666,2.7883333333333336,1.7133333333333336,0.8066666666666666,0.4663883333333334,5.50017,6.0
198.0,15.041988,10.571428571428571,4.571428571428571,20.86836578,10.50705714285714,2.5960714285714284,1.7742857142857142,0.9642857142857144,0.56793,0.5043,5.5
80.0,5.686908,7.92,4.166666666666667,14.610803,12.046624,2.7883333333333336,1.495,0.6208333333333335,0.6598700000000001,0.58543,2.5
100.0,10.803992,10.0,4.8,20.3920334,10.565180000000002,2.708,1.648,0.8800000000000001,0.4927359999999999,1.03881,5.5
264.0,34.058654,12.0,4.571428571428571,24.514919904761907,11.634466666666668,2.793333333333333,1.7114285714285713,0.8971428571428571,0.4816614285714286,1.80256,5.5
884.0,121.42,35.36,5.28,82.56124,9.370384,2.298,1.9072,1.2,0.4618992,5.50017,2.5
36.0,41.060299,18.0,4.0,41.38773899975,10.999625,2.7425,1.7185,0.945,0.48273,4.49372,5.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8148,4.0
64.0,18.205648,32.0,4.0,71.6571,10.2719,2.67,1.765,1.13,0.4660609999999999,5.67567,2.5
108.0,7.134331999999999,12.2,4.8,26.2038268,10.2719,2.7060000000000004,1.767,0.91,0.498984,1.75184,6.0
30.0,1.7401675,8.0,5.333333333333333,16.497559999999996,11.795966666666668,2.921666666666667,1.6725,0.8150000000000001,0.4943616666666666,0.75585,7.0
92.0,26.090000000000003,31.5,4.0,69.59212799999999,9.370384,2.675,1.907,1.245,0.448895,5.07625,2.3
100.0,8.505991999999999,10.0,4.0,20.3920334,10.565180000000002,2.7060000000000004,1.6780000000000002,0.91,0.49282,1.02228,6.0
126.0,20.807992,21.83333333333333,4.666666666666667,50.1315,11.654066666666669,2.62,1.76,0.985,0.4683433333333333,4.45755,6.0
36.0,11.463996000000002,18.0,4.0,36.0685,10.0743,2.24,1.91,1.14,0.475566,3.492,2.5
95.0,16.864992,50.33333333333334,4.666666666666667,121.02273333333332,9.5408,2.843,1.906666666666667,1.106666666666667,0.42632,6.78667,3.8
94.0,20.362,31.0,4.0,69.51219,9.0853,1.95,1.88,1.14,0.4488266666666667,2.53683,2.3
56.0,7.441332000000001,11.3,4.7,23.231818,11.023840000000002,2.644,1.796,0.9399999999999998,0.498454,1.9156,6.8
250.0,14.485992,10.0,4.8,20.016938,11.64556,2.774,1.714,0.882,0.499726,0.6508,3.0
72.0,11.463996000000002,14.0,4.7,31.937418,12.0863,2.502,1.7080000000000002,0.951,0.485951,1.15072,5.5
196.0,27.044328,35.36,5.166666666666667,81.44716666666666,9.5408,2.799,1.88,1.4220000000000002,0.4629583333333334,3.17705,2.3
50.0,3.555328,10.0,4.8,20.3920334,10.565180000000002,2.708,1.648,0.908,0.4927359999999999,0.75816,9.0
100.0,15.43,50.0,4.0,117.386335,9.01375,2.295,2.045,1.36,0.42668,7.66,2.5
144.0,15.55,24.0,5.0,53.4902975,10.13144,2.295,1.825,1.12,0.479965,3.78486,1.0
277.0,44.191,27.04761904761905,5.428571428571429,64.58836409495238,11.595571428571429,2.857619047619047,1.6900000000000002,0.9642857142857144,0.4672857142857143,3.90755,3.8
58.0,4.03,11.6,4.8,23.170338,11.2603,2.55,1.8,0.892,0.48855,1.00104,6.0
790.0,105.514,39.5,5.3,93.78445,9.273855,2.279,1.907,1.2145,0.4697149999999999,5.56317,2.8
110.0,23.0,36.66666666666666,2.6666666666666665,83.46173333333333,8.2366,2.2,2.0866666666666664,1.346666666666667,0.4053733333333333,7.66667,3.8
92.0,6.07666,9.2,4.8,18.60817185,11.33044,2.755,1.6310000000000002,0.91,0.498454,0.80631,6.0
246.0,34.723984,14.25,5.0,29.21788464,10.39875,2.94,1.86625,0.945,0.462479375,1.3702,5.5
92.0,7.4428315,9.2,4.0,18.01515585,10.600980000000002,2.58,1.7120000000000002,0.956,0.474714,0.76486,2.5
108.0,21.575328,31.0,5.333333333333333,70.83746666666666,11.6284,2.14,1.906666666666667,0.9666666666666668,0.4488266666666667,3.56717,6.0
84.0,13.89,41.0,4.0,95.225235,9.08885,2.24,1.89,1.29,0.48273,4.01089,5.8
114.0,13.747992000000002,12.4,4.8,26.385218,11.38168,2.742857142857144,1.7514285714285711,0.914,0.48502,2.18789,5.5
90.0,11.351332,45.0,5.0,108.295515,12.0278,2.67,1.765,0.98,0.479405,3.89105,2.5
126.0,13.512992,12.6,4.6,26.2038268,10.59066,2.5860000000000003,1.8590000000000004,0.964,0.4930319999999999,1.10889,6.0
66.0,9.577996,13.8,4.8,27.188418,10.629,2.572,1.79,0.956,0.4660609999999999,1.50239,5.5
108.0,5.230979499999999,9.0,4.666666666666667,18.5045363965,13.54915,2.7883333333333336,1.58,0.7883333333333334,0.5654908333333334,0.50181,2.0
126.0,13.385996,25.2,5.6,58.30341800000001,11.61422,2.884,1.736,0.944,0.467568,4.75782,2.3
150.0,19.189144,10.0,4.8,20.2988926326,11.79886,2.805,1.6840000000000002,0.825,0.485063,0.47413,2.8
70.0,2.008328,4.666666666666667,2.6666666666666665,8.773226666666666,11.614333333333336,1.903333333333333,1.31,1.3633333333333333,0.7450291666666667,0.40528,1.8
100.0,15.55,13.0,4.666666666666667,27.44881366633333,10.52605,2.495,1.78,1.04,0.4850333333333334,1.85565,3.0
92.0,15.55,32.0,4.0,71.6571,9.370384,2.28,1.88,1.1949999999999998,0.448895,6.5225,1.8
515.0,73.958979,29.619047619047624,5.428571428571429,70.86662595238093,11.56352857142857,2.8319047619047617,1.697142857142857,0.9142857142857144,0.4657085714285714,2.18789,3.8
68.0,4.9568275,13.9,4.2,29.680678624999995,10.599905,2.6500000000000004,1.7700000000000002,0.98,0.49282,0.8812,8.5
93.0,10.082327,7.75,3.9166666666666665,15.57035849983333,12.874275000000004,2.7883333333333336,1.4466666666666663,0.6208333333333335,0.6598700000000001,0.50181,4.0
132.0,23.213328,22.0,4.666666666666667,47.98568666666667,11.543,2.14,1.906666666666667,0.9333333333333332,0.4865066666666666,5.56317,2.3
116.0,8.432984,11.3,4.8,23.231818,10.987245,2.644,1.7795,0.98,0.4957955,0.84313,6.8
70.0,0.973995,4.666666666666667,3.2,8.808713333333333,13.51252,2.668,1.3186666666666669,0.5053333333333333,0.7623686666666668,0.13389,2.3
100.0,7.558488000000001,10.0,4.8,20.2988926326,12.082260000000002,2.754,1.626,0.974,0.475954,0.65297,4.0
226.0,27.432984,11.3,4.75,24.556188775,10.999625,2.7635,1.7135,0.825,0.485063,1.17448,8.1
78.0,9.143996,13.6,4.8,29.568292,11.023840000000002,2.8280000000000003,1.6980000000000002,0.836,0.4820359999999999,1.3124,5.0
240.0,17.24723425,10.0,4.965517241379311,20.17042675862069,11.061829268292684,2.811034482758621,1.70882872231418,0.8613793103448275,0.4968089655172414,0.58973,7.0
129.0,14.22,23.5,5.166666666666667,49.50308166666667,10.600983333333332,2.18,1.913333333333333,1.0266666666666666,0.4709133333333334,1.34593,6.0
68.0,4.243996,13.6,4.8,29.525338,11.5619,2.764,1.75,0.914,0.486658,0.8488,3.5
